TDryBul;HDirNor;oveHeaPumY_u;reaTZon_y;delta_reaTZon_y
273.85;0.0;0.044971181;292.8599126;-0.057696134
273.8083333;0.0;0.840851743;292.8022165;0.10026666
273.75;0.0;1.0;292.9024831;0.158429808
273.4358333;0.0;1.0;293.0609129;0.164765193
273.25;0.0;1.0;293.2256781;0.189175175
273.5339583;0.0;1.0;293.4148533;0.204956909
273.85;16.06534091;1.0;293.6198102;0.252043381
274.0989583;65.0;1.0;293.8718536;0.352946011
274.35;138.7085078;1.0;294.2247996;0.437648993
274.65;220.0;1.0;294.6624486;0.489376261
274.95;315.4042335;1.0;295.1518249;0.526420422
275.0280449;398.0;0.974983727;295.6782453;0.466123739
275.05;403.8717103;0.79018912;296.144369;0.315109843
275.382967;362.0;0.468572225;296.4594789;0.116166235
275.65;321.3877075;0.059973072;296.5756451;-0.079930457
275.5903361;276.0;0.0;296.4957146;-0.175489776
275.45;222.0756579;0.0;296.3202249;-0.195086222
275.2793067;163.0;0.0;296.1251386;-0.287737353
275.05;66.48684211;0.0;295.8374013;-0.470044072
274.4064286;0.0;0.0;295.3673572;-0.407780976
273.75;0.0;0.0;294.9595762;-0.331538806
273.5757143;0.0;0.0;294.6280374;-0.282787656
273.65;0.0;0.0;294.3452498;-0.243621048
273.9107143;0.0;0.0;294.1016287;-0.21436786
274.15;0.0;0.0;293.8872609;-0.137102804
274.2994048;0.0;0.0;293.7501581;-0.173370021
274.45;0.0;0.0;293.5767881;-0.161283574
274.6583333;0.0;0.0;293.4155045;-0.15054961
274.85;0.0;0.0;293.2649549;-0.146957956
274.8770833;0.0;0.0;293.1179969;-0.049234882
274.85;0.0;0.016948824;293.068762;-0.048987817
274.95625;0.0;0.043781958;293.0197742;-0.060290664
275.05;0.0;0.085299085;292.9594836;-0.062678353
274.58125;0.0;0.145468553;292.8968052;-0.056705818
274.05;0.0;0.224560911;292.8400994;-0.012061993
274.0642045;0.0;0.320366388;292.8280374;0.026958651
274.05;0.0;0.417558271;292.854996;0.048288788
273.85;0.0;0.504711527;292.9032848;0.065117082
273.65;0.0;0.57631164;292.9684019;0.083562243
273.4482955;0.0;0.627535214;293.0519642;0.093292206
273.35;0.0;0.652767857;293.1452564;0.101590189
273.515;0.0;0.64952634;293.2468465;0.101513383
273.75;0.0;0.615392867;293.3483599;0.083793604
273.9225;0.0;0.550809219;293.4321535;0.054959524
274.05;0.0;0.461973479;293.4871131;0.018628087
274.05625;0.0;0.358091586;293.5057411;-0.023138948
274.05;0.0;0.250437839;293.4826022;-0.060957406
274.1;0.0;0.151814127;293.4216448;-0.095124
274.15;0.0;0.07336856;293.3265208;-0.038902251
274.2;0.0;0.725168523;293.2876185;0.095841877
274.25;0.0;1.0;293.3834604;0.173198999
274.334375;0.0;1.0;293.5566594;0.196861379
274.45;0.0;1.0;293.7535208;0.203573628
274.596875;0.0;1.0;293.9570944;0.207050787
274.75;0.0;1.0;294.1641452;0.205584324
274.8125;0.0;1.0;294.3697295;0.192014187
274.75;0.0;1.0;294.5617437;0.174495773
274.5416667;0.0;1.0;294.7362395;0.158598077
274.25;0.0;1.0;294.8948376;0.13637957
273.8074405;0.0;1.0;295.0312171;0.113969126
273.45;0.0;1.0;295.1451863;0.111945475
273.6477679;0.0;0.995745664;295.2571317;0.109752284
273.95;0.0;0.958008867;295.366884;0.09482428
273.990625;0.0;0.887456045;295.4617083;0.071758752
274.05;0.0;0.789202339;295.5334671;0.039167995
274.25625;0.0;0.670574284;295.5726351;-0.001395697
274.45;0.0;0.541825369;295.5712394;-0.061528398
274.4375;0.0;0.415523347;295.509711;-0.096051489
274.45;0.0;0.310686479;295.4136595;-0.176439989
274.6;0.0;0.0;295.2372195;-0.253457171
274.75;0.0;0.0;294.9837623;-0.257677042
274.9;0.0;0.0;294.7260853;-0.243029148
275.05;0.0;0.0;294.4830561;-0.22851688
275.0388889;0.0;0.0;294.2545392;-0.217527591
274.95;0.0;0.0;294.0370116;-0.201827176
275.0039683;0.0;0.0;293.8351845;-0.189115899
275.05;0.0;0.0;293.6460686;-0.181541337
274.8633929;0.0;0.0;293.4645272;-0.177812401
274.65;0.0;0.0;293.2867148;-0.161059552
274.7208333;0.0;0.0;293.1256553;-0.062638096
274.75;0.0;0.015356393;293.0630172;-0.074299955
274.5708333;0.0;0.044583142;292.9887172;-0.094492193
274.35;0.0;0.096682971;292.894225;-0.068286598
274.1;0.0;0.178140069;292.8259384;-0.031138666
273.85;0.0;0.278772867;292.7947998;0.00078937
273.61875;0.0;0.386889868;292.7955891;0.033189024
273.45;0.0;0.493173656;292.8287782;0.060583478
273.4458333;0.0;0.587880754;292.8893616;0.085882359
273.55;0.0;0.663043087;292.975244;0.112003473
273.6778846;0.0;0.711175767;293.0872475;0.128771545
273.85;0.0;0.72440135;293.216019;0.132623958
274.2658654;0.0;0.698157065;293.348643;0.12626652
274.65;0.0;0.631932973;293.4749095;0.087528095
274.50625;0.0;0.528146796;293.5624376;0.03481209
274.35;0.0;0.400039112;293.5972497;-0.009060099
274.45;0.0;0.264123602;293.5881896;-0.059582219
274.55;0.0;0.13311973;293.5286074;-0.10490372
274.65;0.0;0.02251663;293.4237036;-0.149678734
274.75;0.0;0.0;293.2740249;-0.185610447
274.7666667;0.0;0.0;293.0884145;-0.155866257
274.75;0.0;0.027756182;292.9325482;-0.110297282
274.795;0.0;0.100785032;292.8222509;-0.063108168
274.85;0.0;0.204624617;292.7591428;-0.003547209
274.9462879;0.0;0.325037197;292.7555956;0.045438856
275.05;0.0;0.443535892;292.8010344;0.064699297
274.4756993;0.0;0.545953627;292.8657337;0.068743869
273.85;0.0;0.627998551;292.9344776;0.123721771
274.3;0.0;0.689218086;293.0581993;0.16429046
274.75;0.0;0.710572194;293.2224898;0.144959756
274.5663462;0.0;0.68061073;293.3674496;0.118386905
274.45;0.0;0.608127875;293.4858365;0.103695115
274.55;0.0;0.50145759;293.5895316;0.073740608
274.65;0.0;0.364413361;293.6632722;0.028975891
274.75;0.0;0.206744674;293.6922481;-0.04161575
274.85;0.0;0.042621456;293.6506323;-0.190596527
274.6788462;0.0;0.0;293.4600358;-0.239119339
274.45;0.0;0.0;293.2209165;-0.220489355
274.6661538;0.0;0.0;293.0004271;-0.150925933
274.85;0.0;0.055896336;292.8495012;-0.107761786
274.6925;0.0;0.15359228;292.7417394;-0.066485652
274.55;0.0;0.281458553;292.6752537;-0.013344073
274.5;0.0;0.427206715;292.6619097;0.042144233
274.45;0.0;0.57430102;292.7040539;0.093881773
274.4259615;0.0;0.70597764;292.7979357;0.128902554
274.35;0.0;0.806902851;292.9268382;0.149278449
274.1615385;0.0;0.867406256;293.0761167;0.144504381
273.95;0.0;0.882107332;293.2206211;0.14210198
273.75;0.0;0.853695797;293.362723;0.126050071
273.55;0.0;0.782773788;293.4887731;0.095965982
273.5333333;0.0;0.674839354;293.5847391;0.055420689
273.55;0.0;0.539619329;293.6401598;-0.004859492
273.3866667;0.0;0.389800362;293.6353003;-0.062024139
273.15;0.0;0.244453252;293.5732761;-0.11591631
272.8514286;0.0;0.120571616;293.4573598;-0.159638809
272.55;0.0;0.034159481;293.297721;-0.207260098
272.2754464;0.0;0.0;293.0904609;-0.207057443
272.05;0.0;0.028224727;292.8834035;-0.168245537
272.040625;0.0;0.118556554;292.7151579;-0.122533741
272.05;0.0;0.257421446;292.5926242;-0.069309046
271.9;0.0;0.430760871;292.5233152;-0.006700507
271.75;0.0;0.622231776;292.5166147;0.051561985
271.6;0.0;0.812582405;292.5681766;0.091631061
271.45;0.0;0.984551315;292.6598077;0.066240984
271.4335938;0.0;1.0;292.7260487;0.126902231
271.45;0.0;1.0;292.8529509;0.113324045
270.9451563;0.0;1.0;292.966275;0.089856667
270.55;0.0;1.0;293.0561316;0.096574172
270.7263636;0.0;1.0;293.1527058;0.109315478
270.95;14.09141791;0.994359552;293.2620213;0.142357238
271.1873864;42.0;0.955287395;293.4043785;0.201094481
271.45;128.8009231;0.871855978;293.605473;0.304177294
272.1575;211.0;0.725159355;293.9096503;0.229543352
272.85;121.379448;0.482055403;294.1391936;-0.041447882
272.8638889;20.0;0.173820143;294.0977458;-0.144391112
272.85;37.02034584;0.0;293.9533546;-0.160566174
273.1277778;48.0;0.0;293.7927885;-0.198698706
273.35;19.70786517;0.0;293.5940898;-0.234441786
273.4037879;0.0;0.0;293.359648;-0.223206774
273.45;0.0;0.0;293.1364412;-0.133965553
273.6295455;0.0;0.015227976;293.0024757;-0.097227177
273.65;0.0;0.066183557;292.9052485;-0.097781606
273.4;0.0;0.144470373;292.8074669;-0.091434538
273.15;0.0;0.252119391;292.7160323;-0.103756203
272.875;0.0;0.386881418;292.6122761;-0.042592291
272.65;0.0;0.553386388;292.5696838;0.027289492
272.575;0.0;0.729610851;292.5969733;0.088326696
272.55;0.0;0.894154377;292.6853;0.130999267
272.5;0.0;1.0;292.8162993;0.150048825
272.45;0.0;1.0;292.9663481;0.210248134
272.4;0.0;1.0;293.1765963;0.159662293
272.35;0.0;0.981508717;293.3362585;0.133326042
272.3;0.0;0.917648038;293.4695846;0.099827299
272.25;0.0;0.815106359;293.5694119;0.064845039
272.2333333;0.0;0.684291427;293.6342569;0.022035844
272.25;0.0;0.535772097;293.6562928;-0.026362756
272.3041667;0.0;0.382782473;293.62993;-0.073327951
272.35;0.0;0.240121606;293.5566021;-0.12149685
272.3;0.0;0.121807385;293.4351052;-0.158896181
272.25;0.0;0.042350663;293.276209;-0.176941216
272.25;0.0;0.012432762;293.0992678;-0.17672512
272.25;0.0;0.036499477;292.9225427;-0.156086051
272.25;0.0;0.113572924;292.7664566;-0.11635535
272.25;0.0;0.236440233;292.6501013;-0.06781505
272.2875;0.0;0.392227611;292.5822862;-0.010131237
272.35;0.0;0.56593249;292.572155;0.049525519
272.4;0.0;0.739792549;292.6216805;0.103507727
272.45;0.0;0.895812115;292.7251883;0.144740178
272.5625;0.0;1.0;292.8699284;0.166584217
272.65;0.0;1.0;293.0365126;0.162121452
272.4785714;0.0;1.0;293.1986341;0.142628762
272.25;0.0;0.977303697;293.3412629;0.060943673
272.1401786;0.0;0.9127934;293.4022065;0.075924595
272.05;0.0;0.834084255;293.4781311;0.071486038
271.98125;0.0;1.0;293.5496172;0.085402191
271.95;0.0;1.0;293.6350194;0.092908899
271.975;0.0;1.0;293.7279283;0.104760794
272.05;0.0;1.0;293.8326891;0.105903606
272.15;0.0;1.0;293.9385927;0.093687541
272.25;0.0;1.0;294.0322802;0.100862244
272.35;0.0;1.0;294.1331424;0.108277853
272.45;0.0;1.0;294.2414203;0.107755979
272.43;0.0;1.0;294.3491763;0.104285737
272.35;0.0;1.0;294.453462;0.103110477
272.3366667;0.0;1.0;294.5565725;0.102333211
272.35;0.0;1.0;294.6589057;0.093927292
272.45;0.0;1.0;294.752833;0.084440759
272.55;0.0;1.0;294.8372738;0.080419065
272.5520833;0.0;1.0;294.9176928;0.074656827
272.55;0.0;1.0;294.9923496;0.074316275
272.61875;0.0;1.0;295.0666659;0.070915728
272.65;0.0;1.0;295.1375816;0.042616566
272.6;0.0;1.0;295.1801982;0.046119594
272.55;0.0;0.988809708;295.2263178;-0.030824037
272.5;0.0;0.263608386;295.1954938;-0.203902115
272.45;0.0;0.0;294.9915917;-0.297885315
272.3875;0.0;0.0;294.6937063;-0.308103322
272.35;0.0;0.0;294.385603;-0.23205089
272.35;0.0;0.0;294.1535521;-0.255774664
272.35;0.0;0.0;293.8977775;-0.243467005
272.35;0.0;0.0;293.6543105;-0.230592693
272.35;0.0;0.0;293.4237178;-0.216662592
272.4125;0.0;0.0;293.2070552;-0.205568974
272.45;0.0;0.0;293.0014862;-0.091717348
272.4;0.0;0.054832589;292.9097689;-0.075143521
272.35;0.0;0.131487801;292.8346253;-0.067404397
272.3;0.0;0.229857378;292.7672209;-0.037805144
272.25;0.0;0.348061318;292.7294158;-0.000104392
272.24375;0.0;0.476126838;292.7293114;0.039949643
272.25;0.0;0.602338638;292.769261;0.076394976
272.2;0.0;0.714562844;292.845656;0.108901257
272.15;0.0;0.80204629;292.9545573;0.128298505
272.15;0.0;0.855234045;293.0828558;0.133556343
272.15;0.0;0.868962387;293.2164121;0.127201455
272.09375;0.0;0.842360933;293.3436136;0.108576629
272.05;0.0;0.777916787;293.4521902;0.08143084
272.05;0.0;0.681830894;293.533621;0.04534115
272.05;0.0;0.562673039;293.5789622;0.003412996
272.05;0.0;0.431717322;293.5823752;-0.040686525
272.05;0.0;0.301834115;293.5416887;-0.142099827
272.00625;0.0;0.186361841;293.3995888;-0.13087694
271.95;0.0;0.118590181;293.2687119;-0.073605702
271.99375;0.0;0.789520458;293.1951062;0.047287691
272.05;0.0;1.0;293.2423939;0.110581214
272.0;0.0;1.0;293.3529751;0.125747336
271.85;0.0;1.0;293.4787224;0.11914793
271.5583333;0.0;1.0;293.5978704;0.107238606
271.25;0.0;1.0;293.705109;0.106871755
271.0322917;0.0;1.0;293.8119807;0.11246925
270.95;0.0;1.0;293.92445;0.134258243
271.0239583;0.0;1.0;294.0587082;0.140269577
271.15;0.0;1.0;294.1989778;0.136577698
271.3020833;0.0;1.0;294.3355555;0.127970595
271.45;0.0;1.0;294.4635261;0.125961706
271.5666667;0.0;1.0;294.5894878;0.126966041
271.65;0.0;1.0;294.7164538;0.119679014
271.6616667;0.0;1.0;294.8361329;0.107351682
271.65;0.0;1.0;294.9434845;0.106261304
271.7522222;0.0;1.0;295.0497458;0.092014384
271.85;0.0;1.0;295.1417602;0.001440179
271.5402778;0.0;0.997871213;295.1432004;-0.00945377
271.25;0.0;0.999839083;295.1337466;-0.056619617
271.3;0.0;0.305187782;295.077127;-0.206211631
271.35;0.0;0.0;294.8709154;-0.299571119
271.4;0.0;0.0;294.5713443;-0.307432026
271.45;0.0;0.0;294.2639122;-0.240202913
271.3625;0.0;0.0;294.0237093;-0.273992874
271.25;0.0;0.0;293.7497165;-0.250806141
271.3625;0.0;0.0;293.4989103;-0.227957328
271.45;0.0;0.0;293.270953;-0.217748052
271.4;0.0;0.0;293.0532049;-0.114476454
271.35;0.0;0.039925923;292.9387285;-0.09718761
271.3;0.0;0.109031203;292.8415409;-0.087513585
271.25;0.0;0.206428323;292.7540273;-0.066940831
271.0275;0.0;0.329595817;292.6870865;-0.030508884
270.85;0.0;0.471816923;292.6565776;0.024073039
271.0322222;0.0;0.621369097;292.6806506;0.073923333
271.25;0.0;0.760970263;292.7545739;0.110234409
271.3402778;0.0;0.875901914;292.8648083;0.140125703
271.45;0.0;0.955947689;293.0049341;0.154668487
271.6;0.0;0.992461188;293.1596025;0.156278646
271.75;0.0;0.981847002;293.3158812;0.147198838
271.9;0.0;0.924268715;293.46308;0.124201848
272.05;0.0;0.822984766;293.5872819;0.090964582
272.3041667;0.0;0.685590113;293.6782465;0.051326465
272.65;0.0;0.522567948;293.7295729;0.002193809
273.0833333;0.0;0.346129749;293.7317667;-0.054085423
273.45;0.0;0.171490041;293.6776813;-0.174799656
273.565625;0.0;0.015889921;293.5028816;-0.190584669
273.65;0.0;0.0;293.312297;-0.11799828
273.7885417;0.0;0.66084014;293.1942987;0.043353022
273.95;0.0;1.0;293.2376517;0.144218145
274.175;0.0;1.0;293.3818699;0.181142718
274.45;0.0;1.0;293.5630126;0.195292647
274.7958333;0.0;1.0;293.7583052;0.20473737
275.15;0.0;1.0;293.9630426;0.206384384
275.3675;0.0;1.0;294.169427;0.201117312
275.45;0.0;1.0;294.3705443;0.185335132
275.2807143;0.0;1.0;294.5558794;0.169506294
275.15;0.0;1.0;294.7253857;0.163170395
275.2799107;0.0;1.0;294.8885561;0.152003411
275.45;0.0;1.0;295.0405595;0.152388298
275.621875;0.0;1.0;295.1929478;0.15242979
275.85;0.0;0.979496236;295.3453776;0.139323276
276.15;0.0;0.913261461;295.4847009;0.113394262
276.45;0.0;0.805885029;295.5980952;0.081486937
276.75;0.0;0.665786769;295.6795821;0.035330198
277.05;0.0;0.502837793;295.7149123;-0.043526034
277.35;0.0;0.331597596;295.6713863;-0.099288413
277.65;0.0;0.17735802;295.5720978;-0.190501095
277.91;0.0;0.0;295.3815968;-0.256287973
278.15;0.0;0.0;295.1253088;-0.248943084
278.415;0.0;0.0;294.8763657;-0.226517854
278.75;0.0;0.0;294.6498478;-0.137744597
279.2204545;0.0;0.0;294.5121032;-0.16024554
279.75;0.0;0.0;294.3518577;-0.141881127
280.3357955;0.0;0.0;294.2099766;-0.125438041
280.85;0.0;0.0;294.0845385;-0.121915025
281.0882813;0.0;0.0;293.9626235;-0.119286224
281.25;0.0;0.0;293.8433373;-0.108361391
281.5210938;0.0;0.0;293.7349759;-0.100920698
281.75;0.0;0.0;293.6340552;-0.106046688
281.6650568;0.0;0.0;293.5280085;-0.118584858
281.35;0.0;0.0;293.4094237;-0.1228429
280.9984848;0.0;0.0;293.2865808;-0.122939571
280.65;0.0;0.0;293.1636412;-0.118840023
280.3583333;0.0;0.002054624;293.0448012;-0.017062982
280.15;0.0;0.039556278;293.0277382;-0.001905739
280.1928571;0.0;0.077087975;293.0258324;-0.000525213
280.25;0.0;0.114433531;293.0253072;0.002828116
280.1015873;0.0;0.151867624;293.0281353;0.012326221
279.95;0.0;0.188285616;293.0404616;0.024329953
279.8274306;0.0;0.220530837;293.0647915;0.036851762
279.75;0.0;0.244876885;293.1016433;0.049785266
279.8648438;0.0;0.257541314;293.1514285;0.058453978
280.05;0.0;0.254623488;293.2098825;-0.010271367
280.1015625;0.0;0.233736033;293.1996112;0.025175417
280.05;0.0;0.219366256;293.2247866;0.096217365
279.5065717;0.0;0.895671514;293.3210039;0.215701818
278.95;0.0;1.0;293.5367058;0.277671657
278.9462185;0.0;1.0;293.8143774;0.304769688
279.15;0.0;1.0;294.1191471;0.317770925
279.5964286;0.0;1.0;294.436918;0.31573197
279.95;0.0;1.0;294.75265;0.297640033
279.95;0.0;1.0;295.05029;0.2820817
279.95;0.0;1.0;295.3323717;0.271006514
280.05;0.0;0.931184398;295.6033782;0.2349577
280.15;0.0;0.7816206;295.8383359;0.169268859
280.25;0.0;0.563371934;296.0076048;0.115164129
280.35;52.90398551;0.297627051;296.1227689;0.095929226
280.625;145.0;3.82e-05;296.2186982;0.017947762
280.85;231.8682748;0.0;296.2366459;-0.005259775
280.85;318.0;0.0;296.2313861;-0.014338488
280.85;340.5446949;0.0;296.2170477;-0.059842879
280.85;291.0;0.0;296.1572048;-0.143946915
280.85;128.6830448;0.0;296.0132579;-0.362978921
280.6338235;0.0;0.0;295.6502789;-0.333193556
280.25;0.0;0.0;295.3170854;-0.274865744
279.7745098;0.0;0.0;295.0422196;-0.243420532
279.45;0.0;0.0;294.7987991;-0.204547765
279.5578829;0.0;0.0;294.5942513;-0.176028103
279.75;0.0;0.0;294.4182232;-0.095486098
279.8680695;0.0;0.0;294.3227371;-0.135239377
279.95;0.0;0.0;294.1874978;-0.162199739
278.7587698;0.0;0.0;294.025298;-0.201202229
277.55;0.0;0.0;293.8240958;-0.13698099
278.035603;0.0;0.0;293.6871148;-0.099164052
278.55;0.0;0.0;293.5879508;-0.107681363
278.6296748;0.0;0.0;293.4802694;-0.114369884
278.55;0.0;0.0;293.3658995;-0.124257352
278.1805556;0.0;0.0;293.2416422;-0.127702849
277.85;0.0;0.0;293.1139393;-0.013906082
277.7517361;0.0;0.017203352;293.1000332;-0.024062244
277.65;0.0;0.03288869;293.075971;-0.052136213
277.421875;0.0;0.05630051;293.0238348;-0.050911859
277.25;0.0;0.096756892;292.9729229;-0.030028164
277.2;0.0;0.152425614;292.9428947;-0.00536932
277.15;0.0;0.2160586;292.9375254;0.017857733
277.1;0.0;0.28006944;292.9553832;0.037816059
277.05;0.0;0.337561608;292.9931992;0.061115751
