;TDryBul;HDirNor;oveHeaPumY_u;reaTZon_y
52;286.18057;-3.55e-15;0.0;299.67847
53;286.18057;-3.55e-15;0.0;303.26318
54;286.18057;-3.55e-15;0.0;306.8479
55;286.18057;-3.55e-15;0.25;292.50903
56;286.18057;-3.55e-15;0.25;296.09375
57;286.18057;-3.55e-15;0.25;299.67847
58;286.18057;-3.55e-15;0.25;303.26318
59;286.18057;-3.55e-15;0.25;306.8479
60;286.18057;-3.55e-15;0.5;292.50903
61;286.18057;-3.55e-15;0.5;296.09375
62;286.18057;-3.55e-15;0.5;299.67847
63;286.18057;-3.55e-15;0.5;303.26318
64;286.18057;-3.55e-15;0.5;306.8479
65;286.18057;-3.55e-15;0.75;292.50903
66;286.18057;-3.55e-15;0.75;296.09375
67;286.18057;-3.55e-15;0.75;299.67847
68;286.18057;-3.55e-15;0.75;303.26318
69;286.18057;-3.55e-15;0.75;306.8479
70;286.18057;-3.55e-15;1.0;292.50903
71;286.18057;-3.55e-15;1.0;296.09375
72;286.18057;-3.55e-15;1.0;299.67847
73;286.18057;-3.55e-15;1.0;303.26318
74;286.18057;-3.55e-15;1.0;306.8479
75;297.24588;-3.55e-15;0.0;292.50903
76;297.24588;-3.55e-15;0.0;296.09375
77;297.24588;-3.55e-15;0.0;299.67847
78;297.24588;-3.55e-15;0.0;303.26318
79;297.24588;-3.55e-15;0.0;306.8479
80;297.24588;-3.55e-15;0.25;292.50903
81;297.24588;-3.55e-15;0.25;296.09375
82;297.24588;-3.55e-15;0.25;299.67847
83;297.24588;-3.55e-15;0.25;303.26318
84;297.24588;-3.55e-15;0.25;306.8479
85;297.24588;-3.55e-15;0.5;292.50903
86;297.24588;-3.55e-15;0.5;296.09375
87;297.24588;-3.55e-15;0.5;299.67847
88;297.24588;-3.55e-15;0.5;303.26318
89;297.24588;-3.55e-15;0.5;306.8479
90;297.24588;-3.55e-15;0.75;292.50903
91;297.24588;-3.55e-15;0.75;296.09375
92;297.24588;-3.55e-15;0.75;299.67847
93;297.24588;-3.55e-15;0.75;303.26318
94;297.24588;-3.55e-15;0.75;306.8479
95;297.24588;-3.55e-15;1.0;292.50903
96;297.24588;-3.55e-15;1.0;296.09375
97;297.24588;-3.55e-15;1.0;299.67847
98;297.24588;-3.55e-15;1.0;303.26318
99;297.24588;-3.55e-15;1.0;306.8479
100;308.31116;-3.55e-15;0.0;292.50903
101;308.31116;-3.55e-15;0.0;296.09375
102;308.31116;-3.55e-15;0.0;299.67847
103;308.31116;-3.55e-15;0.0;303.26318
104;308.31116;-3.55e-15;0.0;306.8479
105;308.31116;-3.55e-15;0.25;292.50903
106;308.31116;-3.55e-15;0.25;296.09375
107;308.31116;-3.55e-15;0.25;299.67847
108;308.31116;-3.55e-15;0.25;303.26318
109;308.31116;-3.55e-15;0.25;306.8479
110;308.31116;-3.55e-15;0.5;292.50903
111;308.31116;-3.55e-15;0.5;296.09375
112;308.31116;-3.55e-15;0.5;299.67847
113;308.31116;-3.55e-15;0.5;303.26318
114;308.31116;-3.55e-15;0.5;306.8479
115;308.31116;-3.55e-15;0.75;292.50903
116;308.31116;-3.55e-15;0.75;296.09375
117;308.31116;-3.55e-15;0.75;299.67847
118;308.31116;-3.55e-15;0.75;303.26318
119;308.31116;-3.55e-15;0.75;306.8479
120;308.31116;-3.55e-15;1.0;292.50903
121;308.31116;-3.55e-15;1.0;296.09375
122;308.31116;-3.55e-15;1.0;299.67847
123;308.31116;-3.55e-15;1.0;303.26318
124;308.31116;-3.55e-15;1.0;306.8479
125;264.05;215.40388;0.0;292.50903
126;264.05;215.40388;0.0;296.09375
127;264.05;215.40388;0.0;299.67847
128;264.05;215.40388;0.0;303.26318
129;264.05;215.40388;0.0;306.8479
130;264.05;215.40388;0.25;292.50903
131;264.05;215.40388;0.25;296.09375
132;264.05;215.40388;0.25;299.67847
133;264.05;215.40388;0.25;303.26318
134;264.05;215.40388;0.25;306.8479
135;264.05;215.40388;0.5;292.50903
136;264.05;215.40388;0.5;296.09375
137;264.05;215.40388;0.5;299.67847
138;264.05;215.40388;0.5;303.26318
139;264.05;215.40388;0.5;306.8479
140;264.05;215.40388;0.75;292.50903
141;264.05;215.40388;0.75;296.09375
142;264.05;215.40388;0.75;299.67847
143;264.05;215.40388;0.75;303.26318
144;264.05;215.40388;0.75;306.8479
145;264.05;215.40388;1.0;292.50903
146;264.05;215.40388;1.0;296.09375
147;264.05;215.40388;1.0;299.67847
148;264.05;215.40388;1.0;303.26318
149;264.05;215.40388;1.0;306.8479
150;275.1153;215.40388;0.0;292.50903
151;275.1153;215.40388;0.0;296.09375
152;275.1153;215.40388;0.0;299.67847
153;275.1153;215.40388;0.0;303.26318
154;275.1153;215.40388;0.0;306.8479
155;275.1153;215.40388;0.25;292.50903
156;275.1153;215.40388;0.25;296.09375
157;275.1153;215.40388;0.25;299.67847
158;275.1153;215.40388;0.25;303.26318
159;275.1153;215.40388;0.25;306.8479
160;275.1153;215.40388;0.5;292.50903
161;275.1153;215.40388;0.5;296.09375
162;275.1153;215.40388;0.5;299.67847
163;275.1153;215.40388;0.5;303.26318
164;275.1153;215.40388;0.5;306.8479
165;275.1153;215.40388;0.75;292.50903
166;275.1153;215.40388;0.75;296.09375
167;275.1153;215.40388;0.75;299.67847
168;275.1153;215.40388;0.75;303.26318
169;275.1153;215.40388;0.75;306.8479
170;275.1153;215.40388;1.0;292.50903
171;275.1153;215.40388;1.0;296.09375
172;275.1153;215.40388;1.0;299.67847
173;275.1153;215.40388;1.0;303.26318
174;275.1153;215.40388;1.0;306.8479
175;286.18057;215.40388;0.0;292.50903
176;286.18057;215.40388;0.0;296.09375
177;286.18057;215.40388;0.0;299.67847
178;286.18057;215.40388;0.0;303.26318
179;286.18057;215.40388;0.0;306.8479
180;286.18057;215.40388;0.25;292.50903
181;286.18057;215.40388;0.25;296.09375
182;286.18057;215.40388;0.25;299.67847
183;286.18057;215.40388;0.25;303.26318
184;286.18057;215.40388;0.25;306.8479
185;286.18057;215.40388;0.5;292.50903
186;286.18057;215.40388;0.5;296.09375
187;286.18057;215.40388;0.5;299.67847
188;286.18057;215.40388;0.5;303.26318
189;286.18057;215.40388;0.5;306.8479
190;286.18057;215.40388;0.75;292.50903
191;286.18057;215.40388;0.75;296.09375
192;286.18057;215.40388;0.75;299.67847
193;286.18057;215.40388;0.75;303.26318
194;286.18057;215.40388;0.75;306.8479
195;286.18057;215.40388;1.0;292.50903
196;286.18057;215.40388;1.0;296.09375
197;286.18057;215.40388;1.0;299.67847
198;286.18057;215.40388;1.0;303.26318
199;286.18057;215.40388;1.0;306.8479
200;297.24588;215.40388;0.0;292.50903
201;297.24588;215.40388;0.0;296.09375
202;297.24588;215.40388;0.0;299.67847
203;297.24588;215.40388;0.0;303.26318
204;297.24588;215.40388;0.0;306.8479
205;297.24588;215.40388;0.25;292.50903
206;297.24588;215.40388;0.25;296.09375
207;297.24588;215.40388;0.25;299.67847
208;297.24588;215.40388;0.25;303.26318
209;297.24588;215.40388;0.25;306.8479
210;297.24588;215.40388;0.5;292.50903
211;297.24588;215.40388;0.5;296.09375
212;297.24588;215.40388;0.5;299.67847
213;297.24588;215.40388;0.5;303.26318
214;297.24588;215.40388;0.5;306.8479
215;297.24588;215.40388;0.75;292.50903
216;297.24588;215.40388;0.75;296.09375
217;297.24588;215.40388;0.75;299.67847
218;297.24588;215.40388;0.75;303.26318
219;297.24588;215.40388;0.75;306.8479
220;297.24588;215.40388;1.0;292.50903
221;297.24588;215.40388;1.0;296.09375
222;297.24588;215.40388;1.0;299.67847
223;297.24588;215.40388;1.0;303.26318
224;297.24588;215.40388;1.0;306.8479
225;308.31116;215.40388;0.0;292.50903
226;308.31116;215.40388;0.0;296.09375
227;308.31116;215.40388;0.0;299.67847
228;308.31116;215.40388;0.0;303.26318
229;308.31116;215.40388;0.0;306.8479
230;308.31116;215.40388;0.25;292.50903
231;308.31116;215.40388;0.25;296.09375
232;308.31116;215.40388;0.25;299.67847
233;308.31116;215.40388;0.25;303.26318
234;308.31116;215.40388;0.25;306.8479
235;308.31116;215.40388;0.5;292.50903
236;308.31116;215.40388;0.5;296.09375
237;308.31116;215.40388;0.5;299.67847
238;308.31116;215.40388;0.5;303.26318
239;308.31116;215.40388;0.5;306.8479
240;308.31116;215.40388;0.75;292.50903
241;308.31116;215.40388;0.75;296.09375
242;308.31116;215.40388;0.75;299.67847
243;308.31116;215.40388;0.75;303.26318
244;308.31116;215.40388;0.75;306.8479
245;308.31116;215.40388;1.0;292.50903
246;308.31116;215.40388;1.0;296.09375
247;308.31116;215.40388;1.0;299.67847
248;308.31116;215.40388;1.0;303.26318
249;308.31116;215.40388;1.0;306.8479
250;264.05;430.80777;0.0;292.50903
251;264.05;430.80777;0.0;296.09375
252;264.05;430.80777;0.0;299.67847
253;264.05;430.80777;0.0;303.26318
254;264.05;430.80777;0.0;306.8479
255;264.05;430.80777;0.25;292.50903
256;264.05;430.80777;0.25;296.09375
257;264.05;430.80777;0.25;299.67847
258;264.05;430.80777;0.25;303.26318
259;264.05;430.80777;0.25;306.8479
260;264.05;430.80777;0.5;292.50903
261;264.05;430.80777;0.5;296.09375
262;264.05;430.80777;0.5;299.67847
263;264.05;430.80777;0.5;303.26318
264;264.05;430.80777;0.5;306.8479
265;264.05;430.80777;0.75;292.50903
266;264.05;430.80777;0.75;296.09375
267;264.05;430.80777;0.75;299.67847
268;264.05;430.80777;0.75;303.26318
269;264.05;430.80777;0.75;306.8479
270;264.05;430.80777;1.0;292.50903
271;264.05;430.80777;1.0;296.09375
272;264.05;430.80777;1.0;299.67847
273;264.05;430.80777;1.0;303.26318
274;264.05;430.80777;1.0;306.8479
275;275.1153;430.80777;0.0;292.50903
276;275.1153;430.80777;0.0;296.09375
277;275.1153;430.80777;0.0;299.67847
278;275.1153;430.80777;0.0;303.26318
279;275.1153;430.80777;0.0;306.8479
280;275.1153;430.80777;0.25;292.50903
281;275.1153;430.80777;0.25;296.09375
282;275.1153;430.80777;0.25;299.67847
283;275.1153;430.80777;0.25;303.26318
284;275.1153;430.80777;0.25;306.8479
285;275.1153;430.80777;0.5;292.50903
286;275.1153;430.80777;0.5;296.09375
287;275.1153;430.80777;0.5;299.67847
288;275.1153;430.80777;0.5;303.26318
289;275.1153;430.80777;0.5;306.8479
290;275.1153;430.80777;0.75;292.50903
291;275.1153;430.80777;0.75;296.09375
292;275.1153;430.80777;0.75;299.67847
293;275.1153;430.80777;0.75;303.26318
294;275.1153;430.80777;0.75;306.8479
295;275.1153;430.80777;1.0;292.50903
296;275.1153;430.80777;1.0;296.09375
297;275.1153;430.80777;1.0;299.67847
298;275.1153;430.80777;1.0;303.26318
299;275.1153;430.80777;1.0;306.8479
300;286.18057;430.80777;0.0;292.50903
301;286.18057;430.80777;0.0;296.09375
302;286.18057;430.80777;0.0;299.67847
303;286.18057;430.80777;0.0;303.26318
304;286.18057;430.80777;0.0;306.8479
305;286.18057;430.80777;0.25;292.50903
306;286.18057;430.80777;0.25;296.09375
307;286.18057;430.80777;0.25;299.67847
308;286.18057;430.80777;0.25;303.26318
309;286.18057;430.80777;0.25;306.8479
310;286.18057;430.80777;0.5;292.50903
311;286.18057;430.80777;0.5;296.09375
312;286.18057;430.80777;0.5;299.67847
313;286.18057;430.80777;0.5;303.26318
314;286.18057;430.80777;0.5;306.8479
315;286.18057;430.80777;0.75;292.50903
316;286.18057;430.80777;0.75;296.09375
317;286.18057;430.80777;0.75;299.67847
318;286.18057;430.80777;0.75;303.26318
319;286.18057;430.80777;0.75;306.8479
320;286.18057;430.80777;1.0;292.50903
321;286.18057;430.80777;1.0;296.09375
322;286.18057;430.80777;1.0;299.67847
323;286.18057;430.80777;1.0;303.26318
324;286.18057;430.80777;1.0;306.8479
325;297.24588;430.80777;0.0;292.50903
326;297.24588;430.80777;0.0;296.09375
327;297.24588;430.80777;0.0;299.67847
328;297.24588;430.80777;0.0;303.26318
329;297.24588;430.80777;0.0;306.8479
330;297.24588;430.80777;0.25;292.50903
331;297.24588;430.80777;0.25;296.09375
332;297.24588;430.80777;0.25;299.67847
333;297.24588;430.80777;0.25;303.26318
334;297.24588;430.80777;0.25;306.8479
335;297.24588;430.80777;0.5;292.50903
336;297.24588;430.80777;0.5;296.09375
337;297.24588;430.80777;0.5;299.67847
338;297.24588;430.80777;0.5;303.26318
339;297.24588;430.80777;0.5;306.8479
340;297.24588;430.80777;0.75;292.50903
341;297.24588;430.80777;0.75;296.09375
342;297.24588;430.80777;0.75;299.67847
343;297.24588;430.80777;0.75;303.26318
344;297.24588;430.80777;0.75;306.8479
345;297.24588;430.80777;1.0;292.50903
346;297.24588;430.80777;1.0;296.09375
347;297.24588;430.80777;1.0;299.67847
348;297.24588;430.80777;1.0;303.26318
349;297.24588;430.80777;1.0;306.8479
350;308.31116;430.80777;0.0;292.50903
351;308.31116;430.80777;0.0;296.09375
352;308.31116;430.80777;0.0;299.67847
353;308.31116;430.80777;0.0;303.26318
354;308.31116;430.80777;0.0;306.8479
355;308.31116;430.80777;0.25;292.50903
356;308.31116;430.80777;0.25;296.09375
357;308.31116;430.80777;0.25;299.67847
358;308.31116;430.80777;0.25;303.26318
359;308.31116;430.80777;0.25;306.8479
360;308.31116;430.80777;0.5;292.50903
361;308.31116;430.80777;0.5;296.09375
362;308.31116;430.80777;0.5;299.67847
363;308.31116;430.80777;0.5;303.26318
364;308.31116;430.80777;0.5;306.8479
365;308.31116;430.80777;0.75;292.50903
366;308.31116;430.80777;0.75;296.09375
367;308.31116;430.80777;0.75;299.67847
368;308.31116;430.80777;0.75;303.26318
369;308.31116;430.80777;0.75;306.8479
370;308.31116;430.80777;1.0;292.50903
371;308.31116;430.80777;1.0;296.09375
372;308.31116;430.80777;1.0;299.67847
373;308.31116;430.80777;1.0;303.26318
374;308.31116;430.80777;1.0;306.8479
375;264.05;646.2117;0.0;292.50903
376;264.05;646.2117;0.0;296.09375
377;264.05;646.2117;0.0;299.67847
378;264.05;646.2117;0.0;303.26318
379;264.05;646.2117;0.0;306.8479
380;264.05;646.2117;0.25;292.50903
381;264.05;646.2117;0.25;296.09375
382;264.05;646.2117;0.25;299.67847
383;264.05;646.2117;0.25;303.26318
384;264.05;646.2117;0.25;306.8479
385;264.05;646.2117;0.5;292.50903
386;264.05;646.2117;0.5;296.09375
387;264.05;646.2117;0.5;299.67847
388;264.05;646.2117;0.5;303.26318
389;264.05;646.2117;0.5;306.8479
390;264.05;646.2117;0.75;292.50903
391;264.05;646.2117;0.75;296.09375
392;264.05;646.2117;0.75;299.67847
393;264.05;646.2117;0.75;303.26318
394;264.05;646.2117;0.75;306.8479
395;264.05;646.2117;1.0;292.50903
396;264.05;646.2117;1.0;296.09375
397;264.05;646.2117;1.0;299.67847
398;264.05;646.2117;1.0;303.26318
399;264.05;646.2117;1.0;306.8479
400;275.1153;646.2117;0.0;292.50903
401;275.1153;646.2117;0.0;296.09375
402;275.1153;646.2117;0.0;299.67847
403;275.1153;646.2117;0.0;303.26318
404;275.1153;646.2117;0.0;306.8479
405;275.1153;646.2117;0.25;292.50903
406;275.1153;646.2117;0.25;296.09375
407;275.1153;646.2117;0.25;299.67847
408;275.1153;646.2117;0.25;303.26318
409;275.1153;646.2117;0.25;306.8479
410;275.1153;646.2117;0.5;292.50903
411;275.1153;646.2117;0.5;296.09375
412;275.1153;646.2117;0.5;299.67847
413;275.1153;646.2117;0.5;303.26318
414;275.1153;646.2117;0.5;306.8479
415;275.1153;646.2117;0.75;292.50903
416;275.1153;646.2117;0.75;296.09375
417;275.1153;646.2117;0.75;299.67847
418;275.1153;646.2117;0.75;303.26318
419;275.1153;646.2117;0.75;306.8479
420;275.1153;646.2117;1.0;292.50903
421;275.1153;646.2117;1.0;296.09375
422;275.1153;646.2117;1.0;299.67847
423;275.1153;646.2117;1.0;303.26318
424;275.1153;646.2117;1.0;306.8479
425;286.18057;646.2117;0.0;292.50903
426;286.18057;646.2117;0.0;296.09375
427;286.18057;646.2117;0.0;299.67847
428;286.18057;646.2117;0.0;303.26318
429;286.18057;646.2117;0.0;306.8479
430;286.18057;646.2117;0.25;292.50903
431;286.18057;646.2117;0.25;296.09375
432;286.18057;646.2117;0.25;299.67847
433;286.18057;646.2117;0.25;303.26318
434;286.18057;646.2117;0.25;306.8479
435;286.18057;646.2117;0.5;292.50903
436;286.18057;646.2117;0.5;296.09375
437;286.18057;646.2117;0.5;299.67847
438;286.18057;646.2117;0.5;303.26318
439;286.18057;646.2117;0.5;306.8479
440;286.18057;646.2117;0.75;292.50903
441;286.18057;646.2117;0.75;296.09375
442;286.18057;646.2117;0.75;299.67847
443;286.18057;646.2117;0.75;303.26318
444;286.18057;646.2117;0.75;306.8479
445;286.18057;646.2117;1.0;292.50903
446;286.18057;646.2117;1.0;296.09375
447;286.18057;646.2117;1.0;299.67847
448;286.18057;646.2117;1.0;303.26318
449;286.18057;646.2117;1.0;306.8479
450;297.24588;646.2117;0.0;292.50903
451;297.24588;646.2117;0.0;296.09375
452;297.24588;646.2117;0.0;299.67847
453;297.24588;646.2117;0.0;303.26318
454;297.24588;646.2117;0.0;306.8479
455;297.24588;646.2117;0.25;292.50903
456;297.24588;646.2117;0.25;296.09375
457;297.24588;646.2117;0.25;299.67847
458;297.24588;646.2117;0.25;303.26318
459;297.24588;646.2117;0.25;306.8479
460;297.24588;646.2117;0.5;292.50903
461;297.24588;646.2117;0.5;296.09375
462;297.24588;646.2117;0.5;299.67847
463;297.24588;646.2117;0.5;303.26318
464;297.24588;646.2117;0.5;306.8479
465;297.24588;646.2117;0.75;292.50903
466;297.24588;646.2117;0.75;296.09375
467;297.24588;646.2117;0.75;299.67847
468;297.24588;646.2117;0.75;303.26318
469;297.24588;646.2117;0.75;306.8479
470;297.24588;646.2117;1.0;292.50903
471;297.24588;646.2117;1.0;296.09375
472;297.24588;646.2117;1.0;299.67847
473;297.24588;646.2117;1.0;303.26318
474;297.24588;646.2117;1.0;306.8479
475;308.31116;646.2117;0.0;292.50903
476;308.31116;646.2117;0.0;296.09375
477;308.31116;646.2117;0.0;299.67847
478;308.31116;646.2117;0.0;303.26318
479;308.31116;646.2117;0.0;306.8479
480;308.31116;646.2117;0.25;292.50903
481;308.31116;646.2117;0.25;296.09375
482;308.31116;646.2117;0.25;299.67847
483;308.31116;646.2117;0.25;303.26318
484;308.31116;646.2117;0.25;306.8479
485;308.31116;646.2117;0.5;292.50903
486;308.31116;646.2117;0.5;296.09375
487;308.31116;646.2117;0.5;299.67847
488;308.31116;646.2117;0.5;303.26318
489;308.31116;646.2117;0.5;306.8479
490;308.31116;646.2117;0.75;292.50903
491;308.31116;646.2117;0.75;296.09375
492;308.31116;646.2117;0.75;299.67847
493;308.31116;646.2117;0.75;303.26318
494;308.31116;646.2117;0.75;306.8479
495;308.31116;646.2117;1.0;292.50903
496;308.31116;646.2117;1.0;296.09375
497;308.31116;646.2117;1.0;299.67847
498;308.31116;646.2117;1.0;303.26318
499;308.31116;646.2117;1.0;306.8479
500;264.05;861.61554;0.0;292.50903
501;264.05;861.61554;0.0;296.09375
502;264.05;861.61554;0.0;299.67847
503;264.05;861.61554;0.0;303.26318
504;264.05;861.61554;0.0;306.8479
505;264.05;861.61554;0.25;292.50903
506;264.05;861.61554;0.25;296.09375
507;264.05;861.61554;0.25;299.67847
508;264.05;861.61554;0.25;303.26318
509;264.05;861.61554;0.25;306.8479
510;264.05;861.61554;0.5;292.50903
511;264.05;861.61554;0.5;296.09375
512;264.05;861.61554;0.5;299.67847
513;264.05;861.61554;0.5;303.26318
514;264.05;861.61554;0.5;306.8479
515;264.05;861.61554;0.75;292.50903
516;264.05;861.61554;0.75;296.09375
517;264.05;861.61554;0.75;299.67847
518;264.05;861.61554;0.75;303.26318
519;264.05;861.61554;0.75;306.8479
520;264.05;861.61554;1.0;292.50903
521;264.05;861.61554;1.0;296.09375
522;264.05;861.61554;1.0;299.67847
523;264.05;861.61554;1.0;303.26318
524;264.05;861.61554;1.0;306.8479
525;275.1153;861.61554;0.0;292.50903
526;275.1153;861.61554;0.0;296.09375
527;275.1153;861.61554;0.0;299.67847
528;275.1153;861.61554;0.0;303.26318
529;275.1153;861.61554;0.0;306.8479
530;275.1153;861.61554;0.25;292.50903
531;275.1153;861.61554;0.25;296.09375
532;275.1153;861.61554;0.25;299.67847
533;275.1153;861.61554;0.25;303.26318
534;275.1153;861.61554;0.25;306.8479
535;275.1153;861.61554;0.5;292.50903
536;275.1153;861.61554;0.5;296.09375
537;275.1153;861.61554;0.5;299.67847
538;275.1153;861.61554;0.5;303.26318
539;275.1153;861.61554;0.5;306.8479
540;275.1153;861.61554;0.75;292.50903
541;275.1153;861.61554;0.75;296.09375
542;275.1153;861.61554;0.75;299.67847
543;275.1153;861.61554;0.75;303.26318
544;275.1153;861.61554;0.75;306.8479
545;275.1153;861.61554;1.0;292.50903
546;275.1153;861.61554;1.0;296.09375
547;275.1153;861.61554;1.0;299.67847
548;275.1153;861.61554;1.0;303.26318
549;275.1153;861.61554;1.0;306.8479
550;286.18057;861.61554;0.0;292.50903
551;286.18057;861.61554;0.0;296.09375
552;286.18057;861.61554;0.0;299.67847
553;286.18057;861.61554;0.0;303.26318
554;286.18057;861.61554;0.0;306.8479
555;286.18057;861.61554;0.25;292.50903
556;286.18057;861.61554;0.25;296.09375
557;286.18057;861.61554;0.25;299.67847
558;286.18057;861.61554;0.25;303.26318
559;286.18057;861.61554;0.25;306.8479
560;286.18057;861.61554;0.5;292.50903
561;286.18057;861.61554;0.5;296.09375
562;286.18057;861.61554;0.5;299.67847
563;286.18057;861.61554;0.5;303.26318
564;286.18057;861.61554;0.5;306.8479
565;286.18057;861.61554;0.75;292.50903
566;286.18057;861.61554;0.75;296.09375
567;286.18057;861.61554;0.75;299.67847
568;286.18057;861.61554;0.75;303.26318
569;286.18057;861.61554;0.75;306.8479
570;286.18057;861.61554;1.0;292.50903
571;286.18057;861.61554;1.0;296.09375
572;286.18057;861.61554;1.0;299.67847
573;286.18057;861.61554;1.0;303.26318
574;286.18057;861.61554;1.0;306.8479
575;297.24588;861.61554;0.0;292.50903
576;297.24588;861.61554;0.0;296.09375
577;297.24588;861.61554;0.0;299.67847
578;297.24588;861.61554;0.0;303.26318
579;297.24588;861.61554;0.0;306.8479
580;297.24588;861.61554;0.25;292.50903
581;297.24588;861.61554;0.25;296.09375
582;297.24588;861.61554;0.25;299.67847
583;297.24588;861.61554;0.25;303.26318
584;297.24588;861.61554;0.25;306.8479
585;297.24588;861.61554;0.5;292.50903
586;297.24588;861.61554;0.5;296.09375
587;297.24588;861.61554;0.5;299.67847
588;297.24588;861.61554;0.5;303.26318
589;297.24588;861.61554;0.5;306.8479
590;297.24588;861.61554;0.75;292.50903
591;297.24588;861.61554;0.75;296.09375
592;297.24588;861.61554;0.75;299.67847
593;297.24588;861.61554;0.75;303.26318
594;297.24588;861.61554;0.75;306.8479
595;297.24588;861.61554;1.0;292.50903
596;297.24588;861.61554;1.0;296.09375
597;297.24588;861.61554;1.0;299.67847
598;297.24588;861.61554;1.0;303.26318
599;297.24588;861.61554;1.0;306.8479
600;308.31116;861.61554;0.0;292.50903
601;308.31116;861.61554;0.0;296.09375
602;308.31116;861.61554;0.0;299.67847
603;308.31116;861.61554;0.0;303.26318
604;308.31116;861.61554;0.0;306.8479
605;308.31116;861.61554;0.25;292.50903
606;308.31116;861.61554;0.25;296.09375
607;308.31116;861.61554;0.25;299.67847
608;308.31116;861.61554;0.25;303.26318
609;308.31116;861.61554;0.25;306.8479
610;308.31116;861.61554;0.5;292.50903
611;308.31116;861.61554;0.5;296.09375
612;308.31116;861.61554;0.5;299.67847
613;308.31116;861.61554;0.5;303.26318
614;308.31116;861.61554;0.5;306.8479
615;308.31116;861.61554;0.75;292.50903
616;308.31116;861.61554;0.75;296.09375
617;308.31116;861.61554;0.75;299.67847
618;308.31116;861.61554;0.75;303.26318
619;308.31116;861.61554;0.75;306.8479
620;308.31116;861.61554;1.0;292.50903
621;308.31116;861.61554;1.0;296.09375
622;308.31116;861.61554;1.0;299.67847
623;308.31116;861.61554;1.0;303.26318
624;308.31116;861.61554;1.0;306.8479
